nome,genero,presenca_plenario,ausencia_justificada_plenario,ausencia_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_comissao,data_nascimento,total_gasto_parlamentar,total_gasto_gabinete,salario_bruto,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab
Marcel van Hattem,M,92 dias,0 dias,0 dias,73 reuniões,13 reuniões,4 reuniões,08/11/1985,"95.767,47","729.302,93","33.763,00",-,"12.211,18","13.243,58","14.137,18","12.804,33","10.989,52","6.481,38","8.305,85","1.594,95","7.201,12",-,-,-,"74.561,08","77.565,06","88.136,42","86.027,94","88.475,30","88.365,70","66.535,02","50.212,88","50.212,88","674,69",-
Luizão Goulart,M,83 dias,6 dias,3 dias,79 reuniões,3 reuniões,4 reuniões,06/06/1962,"285.318,72","1.095.279,82","33.763,00",-,"25.209,26","27.551,78","60.114,45","33.767,73","51.834,55","20.110,94","22.280,94","15.064,03","10.898,43",-,-,-,"109.781,35","109.900,50","109.900,50","109.900,50","109.900,50","108.325,93","109.537,14","109.900,50","109.900,50","956,80",-
Major Vitor Hugo,M,87 dias,5 dias,0 dias,3 reuniões,0 reuniões,0 reuniões,31/05/1977,"247.991,02","1.069.836,62","33.763,00",-,"26.263,43","32.192,06","53.974,90","24.370,73","20.455,63","20.521,90","18.883,41","19.878,69","14.201,72",-,-,-,"103.693,97","109.197,36","109.899,43","107.703,17","101.572,63","102.809,45","106.773,19","109.126,21","111.653,64","815,95",-
Marcelo Álvaro Antônio,M,82 dias,0 dias,10 dias,12 reuniões,0 reuniões,5 reuniões,16/02/1974,"285.409,71","1.104.089,09","33.763,00",-,"35.297,73","48.468,84","42.150,69","34.529,84","25.388,43","21.373,22","20.519,82","20.596,13","6.614,84",-,-,-,"110.549,48","110.549,48","110.453,99","110.549,48","109.913,41","111.574,63","110.366,56","109.791,29","109.791,29","384,38",-
Marcelo Aro,M,84 dias,3 dias,5 dias,10 reuniões,2 reuniões,47 reuniões,12/06/1987,"307.213,40","1.080.767,01","33.763,00",-,"36.212,74","47.099,34","41.663,07","36.707,50","44.619,68","30.286,71","26.697,75","14.022,88","2.892,70",-,-,-,"111.068,56","111.653,48","103.998,48","104.573,06","103.998,48","108.171,78","109.020,22","111.580,78","110.200,13","24,72",-
Marcelo Freixo,M,87 dias,0 dias,5 dias,4 reuniões,0 reuniões,14 reuniões,12/04/1967,"220.700,09","1.068.647,07","33.763,00",-,"37.740,75","19.009,57","37.663,26","39.407,40","20.187,89","24.073,45","6.438,59","3.826,90","6.980,78",-,-,-,"108.881,53","107.855,63","106.834,03","110.816,54","107.170,93","111.113,71","105.198,94","100.500,32","100.512,40","0,00",-
Marcelo Calero,M,65 dias,5 dias,0 dias,52 reuniões,7 reuniões,23 reuniões,07/07/1982,"194.103,82","534.667,18","33.763,00",-,"1,10","0,00","28.404,63","29.402,30","33.524,41","20.206,58","29.621,93","26.777,31","25.447,67",-,-,-,"23.880,29","3.594,88","59.918,95","49.213,63","67.197,14","73.698,14","80.943,09","86.692,72","89.528,34","717,89",-
Marcio Alvino,M,92 dias,0 dias,0 dias,3 reuniões,0 reuniões,2 reuniões,14/06/1969,"134,51","1.064.964,28","33.763,00",-,"10,41","24,07","20,48","12,54","24,95","21,49","16,96","2,96","0,00",-,-,-,"109.690,06","111.659,72","111.392,82","110.429,57","109.744,53","99.030,68","98.700,75","100.771,53","101.884,90","0,00",-
Marcelo Moraes,M,87 dias,3 dias,2 dias,16 reuniões,3 reuniões,16 reuniões,07/08/1979,"212.374,45","1.090.745,07","33.763,00",-,"44.958,34","24.488,41","33.677,36","24.420,07","32.417,15","26.539,86","4.190,21","4.850,81","928,91",-,-,-,"107.192,46","110.469,44","109.177,45","111.026,25","111.653,48","111.653,48","111.653,48","105.897,43","103.044,72","0,00",-
Márcio Biolchi,M,82 dias,8 dias,2 dias,1 reuniões,0 reuniões,7 reuniões,23/05/1979,"328.745,98","1.082.337,06","33.763,00",-,"27.502,09","37.568,05","62.647,47","60.835,16","28.392,17","39.477,13","22.006,65","9.774,70","9.645,25",-,-,-,"111.398,83","111.313,13","111.082,43","110.867,47","107.055,29","104.805,27","104.805,27","104.805,27","104.805,27","1.057,79",-
Marcelo Ramos,M,82 dias,8 dias,2 dias,2 reuniões,0 reuniões,7 reuniões,29/08/1973,"390.210,55","1.105.239,61","33.763,00",-,"39.354,81","57.067,23","41.579,55","41.462,69","62.349,92","61.760,73","26.114,33","23.392,50","16.672,07",-,-,-,"110.137,00","111.465,63","109.386,03","108.808,39","111.155,67","111.295,59","109.732,76","110.023,99","111.617,28","213,96",-
Marcelo Nilo,M,80 dias,6 dias,6 dias,13 reuniões,2 reuniões,0 reuniões,26/04/1955,"366.890,19","1.116.172,50","33.763,00",-,"34.937,85","36.268,18","35.389,33","40.958,43","43.742,38","26.510,69","33.743,64","25.941,00","25.061,20",-,-,-,"111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","3.231,39",-
Márcio Jerry,M,63 dias,2 dias,3 dias,21 reuniões,0 reuniões,14 reuniões,14/11/1966,"163.473,09","708.518,79","33.763,00",-,-,-,"47.522,26","20.971,05","31.931,29","25.964,48","19.440,27","13.985,08","3.427,26",-,-,-,"0,00","0,00","96.777,84","71.249,98","101.748,27","109.177,73","108.910,83","109.376,66","111.277,48","231,40",-
Márcio Labre,M,88 dias,2 dias,2 dias,40 reuniões,0 reuniões,15 reuniões,27/02/1974,"254.678,41","1.113.154,94","33.763,00",-,"30.612,66","43.142,47","39.322,53","38.731,34","28.005,00","17.658,24","14.921,61","10.361,64","101,04",-,-,-,"111.602,13","111.624,11","111.612,93","110.842,85","111.659,50","111.035,13","111.271,52","111.646,42","111.429,65","56,01",-
Pedro Augusto Palareti,M,58 dias,30 dias,4 dias,0 reuniões,0 reuniões,0 reuniões,08/05/1963,"348.207,62","1.099.514,65","33.763,00",-,"39.018,30","40.476,10","40.011,13","35.738,01","27.595,55","37.061,80","25.670,21","26.631,48","31.002,79",-,-,-,"110.591,43","108.880,91","108.844,10","110.241,85","110.633,34","111.623,25","108.056,54","110.241,43","109.098,65","0,00",-
Pedro Lupion,M,80 dias,9 dias,3 dias,62 reuniões,1 reuniões,6 reuniões,04/06/1983,"306.966,59","1.109.508,71","33.763,00",-,"44.793,64","46.634,00","41.298,48","51.461,51","35.147,53","27.135,20","18.926,03","17.314,08","17.265,56",-,-,-,"111.605,04","111.605,04","105.063,35","111.605,04","111.605,04","111.605,04","111.605,04","111.605,04","111.605,04","0,00",-
Pedro Cunha Lima,M,39 dias,0 dias,4 dias,0 reuniões,0 reuniões,1 reuniões,15/08/1988,"54.138,40","1.049.837,65","33.763,00",-,"6.552,71",-,-,-,"19.551,73","4.675,93","7.482,04","744,31","26,28",-,-,-,"102.779,29","103.224,64","109.459,52","109.682,19","109.682,19","103.892,66","102.779,29","102.779,29","102.779,29","0,00",-
Pedro Lucas Fernandes,M,81 dias,10 dias,1 dias,45 reuniões,8 reuniões,12 reuniões,01/11/1979,"357.966,11","1.113.557,59","33.763,00",-,"46.331,54","47.765,23","35.975,34","40.146,04","30.438,93","45.067,84","23.587,48","18.965,33","20.615,38",-,-,-,"111.508,09","111.508,09","109.984,78","111.508,09","111.508,09","111.508,09","111.508,09","111.508,09","111.508,09","13.716,08",-
Pedro Uczai,M,82 dias,9 dias,1 dias,48 reuniões,12 reuniões,31 reuniões,10/03/1963,"309.467,77","1.114.305,26","33.763,00",-,"26.624,20","29.187,49","52.327,88","18.046,24","47.932,03","39.574,89","34.048,81","9.759,62","19.368,58",-,-,-,"111.574,57","111.623,31","111.395,97","111.623,31","110.426,54","111.623,30","111.623,30","111.623,30","111.623,30","230,71",-
Pedro Paulo,M,63 dias,0 dias,5 dias,15 reuniões,0 reuniões,12 reuniões,29/06/1972,"248.251,66","484.425,37","33.763,00",-,-,-,"42.918,65","51.163,43","43.675,67","42.675,89","12.939,06","27.396,36","27.482,60",-,-,-,"0,00","0,00","64.406,44","25.314,28","81.028,78","68.927,62","64.604,46","98.824,28","81.319,51","0,00",-
Pedro Vilela,M,85 dias,5 dias,2 dias,43 reuniões,5 reuniões,21 reuniões,01/05/1985,"393.054,99","1.113.010,42","33.763,00",-,"40.549,36","55.871,88","42.801,44","58.384,84","30.516,96","34.120,10","39.606,51","35.100,26","23.402,57",-,-,-,"111.574,73","111.574,73","111.574,72","111.157,40","111.423,47","110.673,83","110.454,25","111.568,59","111.433,97","1.372,72",-
Pedro Westphalen,M,91 dias,0 dias,1 dias,75 reuniões,2 reuniões,1 reuniões,19/12/1950,"374.641,16","1.115.262,50","33.763,00",-,"54.324,72","62.114,31","44.251,67","50.504,82","34.167,19","35.224,30","25.574,63","8.729,07","19.392,14",-,-,-,"111.526,25","111.526,25","111.526,25","111.526,25","111.526,25","111.526,25","111.526,25","111.526,25","111.526,25","3.840,03",-
Pinheirinho,M,91 dias,1 dias,0 dias,20 reuniões,4 reuniões,1 reuniões,30/05/1991,"294.243,28","1.107.362,29","33.763,00",-,"47.358,67","38.778,05","34.383,72","35.564,82","26.281,37","23.988,24","21.895,37","8.254,43","22.120,56",-,-,-,"111.556,62","111.556,62","108.716,69","107.672,88","110.221,78","111.520,27","111.520,27","111.520,27","111.520,27","620,62",-
Professor Alcides,M,85 dias,0 dias,7 dias,37 reuniões,0 reuniões,24 reuniões,25/10/1953,"340.097,37","1.107.759,02","33.763,00",-,"33.113,89","48.105,19","48.112,75","48.107,00","33.107,36","36.344,43","15.569,34","12.097,38","31.074,94",-,-,-,"111.586,87","110.799,10","111.671,93","108.381,81","110.344,32","111.671,93","111.029,15","110.343,52","110.343,52","1.356,48",-
Professor Israel Batista,M,89 dias,2 dias,1 dias,55 reuniões,0 reuniões,14 reuniões,02/05/1982,"265.423,98","1.097.075,16","33.763,00",-,"25.264,69","33.230,03","44.260,36","31.069,74","16.543,25","15.516,55","11.331,89","12.985,33","50.927,41",-,-,-,"109.957,54","111.581,39","110.968,15","106.242,06","108.128,74","109.508,43","111.653,58","108.724,61","111.653,60","0,00",-
Pompeo de Mattos,M,89 dias,2 dias,1 dias,65 reuniões,11 reuniões,43 reuniões,12/07/1958,"357.499,67","1.111.211,14","33.763,00",-,"59.462,92","49.369,15","73.003,33","33.109,82","28.978,11","25.956,45","17.821,83","16.082,73","11.921,59",-,-,-,"111.204,69","110.681,07","111.198,62","110.983,29","111.016,67","111.016,67","111.100,61","111.392,73","111.412,10","562,00",-
Professor Joziel,M,88 dias,0 dias,4 dias,35 reuniões,0 reuniões,42 reuniões,22/04/1966,"328.259,88","1.093.222,67","33.763,00",-,"21.925,42","46.651,94","45.817,36","55.224,11","25.815,11","24.873,87","32.404,12","21.329,86","27.427,97",-,-,-,"110.786,15","110.786,15","111.298,81","110.786,15","110.023,45","111.617,14","111.033,65","111.084,56","95.020,46","505,14",-
Rafael Motta,M,80 dias,5 dias,7 dias,27 reuniões,4 reuniões,21 reuniões,15/08/1986,"250.565,76","1.116.110,63","33.763,00",-,"20.987,07","32.044,73","38.481,01","47.323,12","19.788,15","28.425,17","12.569,51","12.585,75","16.300,00",-,-,-,"111.611,06","111.611,06","111.611,06","111.611,06","111.611,06","111.611,06","111.611,06","111.611,06","111.611,06","0,00",-
Raimundo Costa,M,77 dias,10 dias,5 dias,25 reuniões,8 reuniões,13 reuniões,09/03/1961,"385.527,77","1.103.448,31","33.763,00",-,"33.852,56","35.730,14","59.847,83","54.251,36","39.948,97","38.881,38","37.224,96","30.425,51","23.741,54",-,-,-,"111.443,89","110.344,94","110.092,70","107.265,94","110.034,01","111.291,20","110.355,30","111.665,71","111.572,77","376,51",-
Raul Henry,M,86 dias,6 dias,0 dias,36 reuniões,6 reuniões,21 reuniões,06/06/1964,"274.939,11","1.116.110,40","33.763,00",-,"27.107,83","30.472,86","44.657,47","39.228,39","34.719,45","33.058,24","17.205,35","5.575,16","3.910,59",-,-,-,"111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","838,52",-
Renildo Calheiros,M,74 dias,18 dias,0 dias,5 reuniões,14 reuniões,50 reuniões,20/04/1959,"275.747,56","1.099.568,37","33.763,00",-,"28.887,96","30.867,82","33.726,63","32.538,33","37.650,53","30.620,56","25.957,77","19.988,78","9.301,73",-,-,-,"110.852,80","109.867,21","108.361,91","107.453,52","110.816,41","110.388,48","110.325,08","110.325,08","110.325,08","818,01",-
Reginaldo Lopes,M,77 dias,15 dias,0 dias,4 reuniões,5 reuniões,55 reuniões,02/04/1973,"284.727,53","1.095.155,55","33.763,00",-,"27.219,10","59.587,46","49.989,97","50.048,57","35.479,55","19.697,60","15.557,40","2.851,16","1.377,71",-,-,-,"109.022,78","111.193,01","111.289,68","111.289,68","111.083,64","105.108,61","107.364,31","111.138,02","109.639,57","52,32",-
Ricardo da Karol,M,82 dias,8 dias,2 dias,16 reuniões,3 reuniões,8 reuniões,27/10/1959,"239.740,45","1.112.052,43","33.763,00",-,"31.898,49","33.217,15","47.361,51","47.538,24","22.483,72","14.839,35","3.821,91","2.615,91","1.320,06",-,-,-,"111.363,00","111.585,60","111.421,42","110.962,81","111.065,11","110.412,97","111.435,17","110.878,73","111.477,81","530,04",-
Ricardo Barros,M,85 dias,7 dias,0 dias,27 reuniões,4 reuniões,12 reuniões,15/11/1959,"286.887,69","1.066.238,10","33.763,00",-,"29.984,02","32.699,54","31.338,43","38.325,55","31.141,41","40.542,02","28.929,56","8.765,20","14.824,02",-,-,-,"109.833,02","109.637,04","106.128,07","109.134,10","104.534,79","103.324,87","103.658,88","103.658,88","105.536,16","0,00",-
Ricardo Izar,M,82 dias,2 dias,8 dias,10 reuniões,1 reuniões,9 reuniões,01/08/1968,"318.098,30","1.115.705,86","33.763,00",-,"26.040,58","36.284,07","82.039,32","34.496,42","25.193,31","14.757,52","10.691,35","11.857,99","54.744,62",-,-,-,"111.565,62","111.631,28","111.355,92","111.653,59","111.556,47","111.563,15","111.599,55","111.580,77","111.624,79","0,00",-
Pastor Gil,M,74 dias,4 dias,14 dias,12 reuniões,3 reuniões,18 reuniões,08/11/1971,"312.619,95","1.111.841,14","33.763,00",-,"23.939,17","27.502,58","41.443,63","30.200,89","96.284,55","18.286,41","23.625,66","19.840,25","9.809,66",-,-,-,"111.416,98","111.416,98","111.211,51","111.416,98","111.113,67","111.113,67","109.524,41","111.604,98","111.604,98","0,00",-
Pr. Marco Feliciano,M,85 dias,7 dias,0 dias,38 reuniões,6 reuniões,6 reuniões,12/10/1972,"230.636,69","1.100.514,06","33.763,00",-,"13.151,81","24.167,42","40.447,31","22.449,14","43.250,46","33.839,75","21.664,84","14.490,61","766,05",-,-,-,"104.360,16","111.368,34","111.368,34","110.321,79","109.798,51","107.823,56","111.368,34","111.368,34","111.368,34","0,00",-
Ricardo Guidi,M,92 dias,0 dias,0 dias,27 reuniões,2 reuniões,11 reuniões,28/09/1977,"209.156,02","1.115.695,05","33.763,00",-,"27.553,59","25.787,02","34.612,26","36.603,04","34.669,08","20.256,07","1.117,85","371,85","6.749,48",-,-,-,"111.665,83","111.665,83","111.665,83","110.702,58","111.665,83","111.665,83","111.665,83","111.665,83","111.665,83","543,96",-
Padre João,M,89 dias,0 dias,3 dias,104 reuniões,0 reuniões,16 reuniões,28/02/1967,"326.214,09","1.115.363,54","33.763,00",-,"37.477,94","34.833,52","54.192,78","44.831,86","54.866,82","25.266,73","20.811,94","30.550,84","4.649,63",-,-,-,"111.635,71","111.635,71","111.599,34","111.621,16","111.599,34","111.599,34","110.786,91","111.599,34","111.650,98","0,00",-
Pastor Eurico,M,85 dias,3 dias,4 dias,36 reuniões,2 reuniões,2 reuniões,12/09/1962,"339.026,20","1.109.317,17","33.763,00",-,"34.580,27","33.487,40","34.367,09","61.812,66","44.384,17","39.009,40","33.133,99","26.233,24","17.555,06",-,-,-,"111.617,14","111.617,12","111.617,12","111.617,12","111.160,97","110.300,06","109.687,41","110.073,19","110.009,89","54,07",-
Pastor Sargento Isidório,M,89 dias,3 dias,0 dias,28 reuniões,4 reuniões,21 reuniões,28/07/1962,"122.097,39","1.099.891,43","33.763,00",-,"7.305,20","24.819,70","17.263,62","17.539,09","14.958,11","9.351,19","6.767,24","5.107,26","0,00",-,-,-,"110.759,99","109.535,10","111.629,57","109.059,48","111.629,57","110.968,20","109.579,33","109.579,33","109.579,33","0,00",-
Patrus Ananias,M,78 dias,5 dias,9 dias,42 reuniões,5 reuniões,5 reuniões,26/01/1952,"332.131,93","1.114.717,90","33.763,00",-,"39.827,35","54.717,60","42.393,82","54.875,05","34.520,85","28.314,93","23.534,46","12.411,86","17.114,60",-,-,-,"111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","402,87",-
Paulão,M,73 dias,19 dias,0 dias,6 reuniões,8 reuniões,5 reuniões,15/09/1957,"222.771,27","1.115.302,39","33.763,00",-,"16.725,90","32.875,97","33.319,95","39.024,79","22.766,87","23.531,76","13.785,48","14.270,34","8.103,75",-,-,-,"111.659,67","111.659,67","111.659,67","111.659,67","110.842,80","111.182,23","111.659,67","111.659,67","111.659,67","496,19",-
Paulinho da Força,M,46 dias,46 dias,0 dias,2 reuniões,13 reuniões,11 reuniões,24/02/1956,"298.844,30","1.096.276,10","33.763,00",-,"37.602,30","44.450,75","47.674,81","46.446,53","19.088,84","19.977,90","19.527,49","16.302,91","17.516,42",-,-,-,"107.820,90","105.264,15","111.659,67","110.968,98","110.813,89","110.674,85","111.659,67","111.659,67","104.410,83","873,34",-
Paulo Abi-Ackel,M,77 dias,0 dias,15 dias,5 reuniões,0 reuniões,52 reuniões,21/06/1963,"256.231,70","1.107.774,27","33.763,00",-,"37.522,53","37.414,19","34.690,33","37.784,96","17.048,14","19.193,24","11.703,00","6.914,08","3.081,47",-,-,-,"110.817,73","111.004,47","111.604,58","111.583,13","111.647,43","111.647,43","110.107,30","108.838,96","108.984,93","0,00",-
Paulo Azi,M,84 dias,4 dias,4 dias,40 reuniões,3 reuniões,22 reuniões,14/01/1963,"303.701,38","1.048.327,58","33.763,00",-,"22.575,78","39.470,93","45.960,76","54.315,35","40.677,23","23.921,98","20.173,45","14.820,46","15.158,92",-,-,-,"111.653,56","111.653,56","111.653,56","111.653,56","105.448,85","111.501,94","84.752,91","94.178,04","94.178,04","53,35",-
Paulo Bengtson,M,74 dias,18 dias,0 dias,36 reuniões,13 reuniões,32 reuniões,06/01/1974,"337.176,96","1.114.366,52","33.763,00",-,"55.324,78","56.960,66","30.445,65","35.093,13","25.398,99","50.948,77","12.321,28","10.643,94","35.140,00",-,-,-,"111.659,64","111.225,25","111.659,64","111.659,64","109.864,15","111.659,64","111.659,64","111.659,64","111.659,64","0,00",-
Paulo Foletto,M,60 dias,7 dias,3 dias,27 reuniões,5 reuniões,14 reuniões,30/04/1956,"257.901,51","782.783,92","33.763,00",-,-,"0,19","39.961,07","51.630,42","33.587,39","45.223,11","39.622,49","36.912,19","10.817,00",-,-,-,"0,00","7.203,85","111.447,51","107.317,70","111.550,44","111.550,44","111.550,44","110.584,76","111.578,78","147,65",-
Paulo Ganime,M,91 dias,1 dias,0 dias,42 reuniões,1 reuniões,18 reuniões,19/04/1983,"38.387,05","611.595,71","33.763,00",-,"6.334,72","7.106,41","5.938,04","11.947,54","1.814,90","903,97","4,58","3,16","0,00",-,-,-,"73.760,41","63.558,10","63.218,02","63.218,02","62.690,90","48.131,14","59.845,03","50.259,82","53.153,86","0,00",-
Paulo Eduardo Martins,M,91 dias,0 dias,1 dias,25 reuniões,0 reuniões,0 reuniões,20/04/1981,"88.681,27","977.162,47","33.763,00",-,"11.259,49","14.805,25","2.707,30","19.018,57","8.218,59","11.131,25","16.570,06","22,25","729,81",-,-,-,"98.860,68","99.214,26","98.007,37","106.521,83","89.495,08","89.495,08","93.465,44","98.709,04","101.241,43","272,97",-
Paulo Freire Costa,M,74 dias,8 dias,10 dias,21 reuniões,2 reuniões,9 reuniões,14/02/1955,"183.703,67","1.115.080,60","33.763,00",-,"36.815,55","34.070,90","41.182,90","19.783,12","7.628,08","363,70","7.406,48","4.265,11","4.064,11",-,-,-,"111.508,06","111.508,06","111.508,06","111.508,06","111.508,06","111.508,06","111.508,06","111.508,06","111.508,06","0,00",-
Paulo Guedes,M,79 dias,7 dias,6 dias,46 reuniões,7 reuniões,23 reuniões,01/10/1970,"325.411,60","1.111.487,07","33.763,00",-,"36.385,16","43.402,14","41.593,85","47.827,78","21.450,49","21.887,90","27.132,68","21.181,05","14.036,67",-,-,-,"111.544,43","111.501,58","110.565,25","111.257,51","110.600,74","111.071,26","110.674,48","111.285,05","111.442,34","100,00",-
Paulo Pimenta,M,84 dias,8 dias,0 dias,2 reuniões,3 reuniões,18 reuniões,19/03/1965,"304.036,71","1.114.688,10","33.763,00",-,"42.323,66","49.222,99","32.901,03","42.354,53","24.113,63","31.686,30","12.308,50","7.348,04","20.091,04",-,-,-,"111.252,94","111.313,04","111.544,32","111.544,32","111.544,32","111.544,32","111.501,47","111.544,32","111.544,32","0,00",-
Ricardo Silva,M,89 dias,0 dias,3 dias,51 reuniões,0 reuniões,13 reuniões,01/09/1985,"298.314,29","1.112.441,45","33.763,00",-,"45.084,75","38.278,91","44.758,85","27.339,96","31.421,18","25.575,18","20.837,80","14.005,25","3.151,94",-,-,-,"110.579,85","111.362,96","111.416,97","111.416,97","111.416,97","111.416,97","111.416,97","111.416,97","111.416,97","991,01",-
Paulo Teixeira,M,84 dias,0 dias,8 dias,73 reuniões,0 reuniões,37 reuniões,06/05/1961,"312.052,29","1.116.573,36","33.763,00",-,"38.234,76","37.583,20","42.509,71","39.346,86","25.284,11","20.834,46","19.352,10","7.832,41","40.239,64",-,-,-,"111.659,80","111.659,80","111.659,80","111.659,80","111.659,80","111.659,80","111.659,80","111.659,80","111.635,16","369,00",-
Pedro Augusto Bezerra,M,69 dias,22 dias,1 dias,9 reuniões,8 reuniões,10 reuniões,11/10/1980,"328.673,66","939.350,07","33.763,00",-,"28.439,45","40.556,30","47.398,69","67.828,90","35.714,39","30.671,96","28.461,24","16.759,00","10.109,67",-,-,-,"93.371,15","93.371,15","92.962,20","93.371,15","102.548,76","89.862,58","88.681,70","91.617,35","99.421,93","3.000,00",-
Robério Monteiro,M,81 dias,6 dias,5 dias,37 reuniões,4 reuniões,18 reuniões,15/02/1970,"288.276,95","1.112.616,52","33.763,00",-,"43.538,26","54.646,16","30.958,46","42.748,76","28.787,21","13.260,89","3.509,26","5.237,78","18.000,00",-,-,-,"111.592,17","111.596,36","111.479,16","111.537,03","111.586,97","109.754,31","110.277,92","111.586,97","111.618,66","0,00",-
Paulo Ramos,M,75 dias,13 dias,4 dias,51 reuniões,23 reuniões,17 reuniões,18/10/1944,"307.607,98","1.116.170,88","33.763,00",-,"33.083,48","45.488,92","40.776,21","41.894,52","31.441,15","25.189,78","21.649,26","20.853,85","14.891,88",-,-,-,"111.623,33","111.623,33","111.623,33","111.623,33","111.623,33","111.623,33","111.623,33","111.623,33","111.623,33","1.032,20",-
Ricardo Teobaldo,M,67 dias,9 dias,16 dias,6 reuniões,4 reuniões,15 reuniões,18/10/1965,"352.006,47","1.112.441,45","33.763,00",-,"29.031,88","30.495,58","37.062,21","29.669,48","33.057,30","33.767,66","29.421,01","26.894,86","26.767,79",-,-,-,"111.212,54","111.152,88","111.108,83","111.465,56","110.890,32","111.508,05","111.481,05","111.392,77","111.108,46","0,00",-
Roberto Alves,M,71 dias,5 dias,2 dias,33 reuniões,2 reuniões,26 reuniões,27/05/1960,"227.815,88","1.079.408,08","33.763,00",-,-,"33.796,04","35.983,32","30.363,13","37.144,68","34.164,65","28.065,77","17.655,52","10.559,32",-,-,-,"107.234,64","96.888,00","107.935,24","105.185,20","107.935,24","110.811,59","111.501,92","111.501,92","111.281,57","83,45",-
Roberto de Lucena,M,90 dias,1 dias,1 dias,57 reuniões,5 reuniões,32 reuniões,18/04/1966,"335.652,59","1.101.716,29","33.763,00",-,"32.606,18","45.748,00","44.824,77","61.804,31","33.506,21","25.809,69","16.752,34","15.496,77","30.106,85",-,-,-,"111.427,12","111.550,39","103.862,46","106.316,60","110.721,82","111.475,46","111.586,80","111.586,80","111.638,44","1.656,01",-
Rodrigo Maia,M,6 dias,4 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,12/06/1970,"5.702,88","85.453,97","33.763,00",-,-,-,-,-,-,-,-,-,"5.352,86",-,-,-,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","85.453,97","350,02",-
Rodrigo Coelho,M,92 dias,0 dias,0 dias,81 reuniões,5 reuniões,4 reuniões,29/06/1980,"107.305,81","1.107.951,80","33.763,00",-,"16.326,42","25.770,44","25.418,03","13.620,70","7.973,08","3.227,19","8,21","1,82","2.280,94",-,-,-,"111.314,40","111.501,02","111.586,72","111.586,72","110.156,87","109.978,97","109.732,04","111.665,67","111.274,68","0,00",-
Rodrigo de Castro,M,84 dias,4 dias,4 dias,19 reuniões,4 reuniões,24 reuniões,15/07/1971,"298.166,35","1.053.984,46","33.763,00",-,"39.825,95","37.384,92","46.598,49","42.822,40","40.201,06","31.887,58","7.204,14","7.391,07","14.196,79",-,-,-,"110.306,95","110.761,50","111.520,32","111.635,37","107.830,91","100.648,62","97.447,42","96.783,22","96.743,20","1.537,56",-
Rodrigo Agostinho,M,87 dias,5 dias,0 dias,89 reuniões,5 reuniões,5 reuniões,12/12/1977,"243.424,52","1.074.590,09","33.763,00",-,"31.595,53","46.417,62","55.888,64","42.559,37","7.585,90","10.901,08","10.003,24","1,97","976,41",-,-,-,"110.810,36","110.810,36","110.810,36","110.810,36","110.810,36","102.087,70","102.087,70","102.087,70","103.464,83","0,00",-
Rogério Peninha Mendonça,M,84 dias,5 dias,3 dias,46 reuniões,2 reuniões,3 reuniões,27/01/1953,"282.557,76","1.100.712,56","33.763,00",-,"19.591,03","40.202,77","30.598,89","23.209,03","32.032,33","30.741,03","29.926,43","37.877,83","18.450,40",-,-,-,"108.681,15","110.025,02","110.179,58","111.462,30","109.656,30","110.879,89","109.964,15","110.926,70","109.768,29","856,47",-
Rogério Correia,M,88 dias,0 dias,4 dias,56 reuniões,0 reuniões,12 reuniões,11/01/1958,"299.970,55","1.115.255,85","33.763,00",-,"32.959,38","35.823,09","39.922,11","33.558,57","30.506,71","29.548,85","32.578,63","29.350,52","10.811,23",-,-,-,"111.550,47","111.492,96","111.322,71","111.586,89","111.550,47","111.550,47","111.550,47","111.550,47","111.550,47","0,00",-
Ronaldo Martins,M,11 dias,0 dias,4 dias,0 reuniões,0 reuniões,0 reuniões,21/01/1978,"79.088,04","0,00","33.763,00",-,-,-,-,-,-,-,"33.317,39","30.426,34","15.344,31",-,-,-,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",-
Ronaldo Carletto,M,88 dias,4 dias,0 dias,5 reuniões,3 reuniões,16 reuniões,05/01/1960,"270.539,92","1.113.060,98","33.763,00",-,"35.749,72","49.246,61","45.779,44","35.321,41","16.673,29","17.006,88","22.518,74","7.609,31","160,66",-,-,-,"111.586,93","111.586,93","111.586,93","111.586,93","111.586,93","111.586,93","111.586,93","111.586,93","108.778,61","620,00",-
